herd	sowid	litter	lmort	herdtype	year	month	quarter	sow_parity	sow_tx	dead	lsize	n	stillb
20	20056	127	1	0	1991	5	2	1	0	3	14	16	1
30	30183	4004	1	0	1991	11	4	1	0	1	10	11	0
20	20078	153	0	0	1991	11	4	1	0	0	6	6	0
20	20057	128	0	0	1991	5	2	1	0	0	6	8	1
31	31261	4560	1	0	1991	8	3	5	0	1	10	11	1
26	26205	2757	1	0	1991	6	2	2	0	1	10	10	0
25	25200	1896	1	0	1991	10	4	7	0	2	14	13	1
25	25198	1889	0	0	1991	1	1	5	0	0	4	9	0
26	26019	2289	1	0	1991	6	2	9	0	2	8	10	1
38	38093	6529	0	1	1991	5	2	6	0	0	7	12	0
30	30162	3967	0	0	1991	8	3	4	0	0	14	10	1
37	37189	5944	0	1	1991	4	2	6	0	0	11	9	7
23	23040	1028	1	0	1990	10	4	4	0	2	9	9	0
31	31253	4540	0	0	1991	11	4	6	0	0	9	9	0
26	26091	2454	0	0	1991	5	2	5	0	0	9	9	2
31	31215	4443	0	0	1991	4	2	6	0	0	11	10	1
27	27099	3224	0	0	1991	6	2	2	0	0	12	9	0
26	26273	2888	1	0	1991	4	2	1	0	1	12	11	2
26	26038	2329	1	0	1990	11	4	6	0	1	11	11	0
22	22205	924	0	0	1990	12	4	6	0	0	10	7	5
20	20031	71	1	0	1991	2	1	1	0	8	15	15	1
26	26212	2777	1	0	1991	11	4	3	0	1	16	12	0
34	34009	4949	0	1	1991	8	3	5	0	0	13	12	2
26	26239	2834	0	0	1991	8	3	2	0	0	9	10	1
26	26180	2689	1	0	1991	9	3	3	0	1	11	11	0
25	25094	1693	0	0	1991	7	3	2	0	0	4	11	0
31	31180	4363	0	0	1990	10	4	3	0	0	14	10	0
23	23080	1121	1	0	1991	1	1	2	0	2	9	9	1
30	30143	3916	1	0	1991	6	2	4	0	1	12	11	0
27	27084	3184	0	0	1991	3	1	2	0	0	10	10	3
28	28115	3617	0	0	1991	10	4	1	0	0	12	29	1
37	37088	5732	1	1	1991	9	3	6	0	3	8	8	1
25	25336	2222	0	0	1990	12	4	2	0	0	11	10	1
37	37168	5901	0	1	1991	8	3	8	0	0	10	10	3
27	27019	3017	1	0	1991	8	3	7	0	2	14	12	0
23	23062	1079	1	0	1991	6	2	4	0	2	10	11	0
30	30141	3911	1	0	1991	2	1	3	0	2	13	6	0
26	26033	2319	1	0	1991	2	1	8	0	3	9	12	0
26	26259	2869	0	0	1991	4	2	1	0	0	13	10	0
37	37216	6007	0	1	1991	4	2	4	0	0	13	8	0
23	23039	1025	1	0	1991	1	1	5	0	1	7	5	4
25	25145	1781	0	0	1991	1	1	6	0	0	12	11	0
37	37070	5683	0	1	1991	7	3	6	0	0	12	9	3
24	24048	1338	1	0	1991	5	2	4	0	3	12	12	4
31	31017	4050	0	0	1991	10	4	4	0	0	10	10	1
33	33062	4742	0	1	1991	11	4	6	0	0	12	11	3
28	28094	3594	1	0	1991	11	4	2	0	1	8	10	1
20	20121	238	1	0	1991	7	3	5	0	2	18	14	0
23	23129	1213	1	0	1991	11	4	2	0	5	16	17	0
30	30139	3907	1	0	1991	9	3	1	0	2	9	18	1
24	24073	1397	1	0	1991	7	3	3	0	2	9	10	0
38	38031	6411	1	1	1991	3	1	1	0	1	4	6	2
37	37237	6060	1	1	1991	6	2	4	0	1	14	11	5
26	26150	2609	1	0	1991	6	2	4	0	2	16	10	1
33	33126	4899	1	1	1991	5	2	1	0	2	10	13	2
31	31214	4440	0	0	1991	3	1	6	0	0	16	10	0
23	23111	1181	0	0	1991	7	3	2	0	0	15	10	0
20	20043	103	1	0	1991	3	1	1	0	5	14	14	0
20	20101	197	1	0	1991	5	2	6	0	3	13	14	1
30	30032	3701	1	0	1991	3	1	1	0	1	9	22	0
27	27087	3191	0	0	1991	4	2	6	0	0	11	9	0
34	34172	5287	1	1	1991	9	3	2	0	1	5	7	1
26	26247	2847	1	0	1991	3	1	1	0	1	9	9	1
30	30021	3677	1	0	1991	6	2	2	0	3	14	12	0
22	22050	549	0	0	1990	10	4	1	0	0	12	10	0
27	27105	3238	0	0	1991	7	3	2	0	0	12	10	2
31	31246	4521	1	0	1990	10	4	4	0	1	13	9	0
23	23051	1051	0	0	1991	8	3	5	0	0	12	13	0
23	23063	1082	1	0	1991	6	2	4	0	2	15	15	0
25	25022	1550	1	0	1991	8	3	3	0	1	9	12	0
30	30156	3947	0	0	1990	10	4	2	0	0	11	10	1
22	22192	895	0	0	1991	2	1	8	0	0	9	11	4
26	26112	2511	0	0	1991	11	4	6	0	0	12	11	0
23	23094	1149	1	0	1990	12	4	1	0	2	9	9	0
37	37180	5929	1	1	1991	11	4	8	0	1	12	12	0
27	27075	3162	0	0	1991	6	2	3	0	0	11	10	0
37	37021	5572	1	1	1990	11	4	7	0	1	13	9	0
31	31021	4061	1	0	1991	5	2	3	0	1	15	11	0
31	31200	4403	0	0	1991	4	2	7	0	0	15	10	2
31	31262	4562	0	0	1991	4	2	4	0	0	5	10	0
24	24144	1511	1	0	1991	10	4	9	0	3	10	9	0
37	37251	6085	0	1	1991	4	2	3	0	0	8	10	0
30	30122	3869	0	0	1990	10	4	1	0	0	11	11	0
30	30048	3731	0	0	1991	5	2	1	0	0	12	12	0
38	38060	6477	0	1	1991	4	2	1	0	0	14	10	1
26	26255	2862	1	0	1991	8	3	2	0	1	10	11	3
20	20035	84	0	0	1991	11	4	3	0	0	11	11	4
33	33105	4857	1	1	1991	8	3	3	0	1	13	11	0
38	38012	6367	0	1	1990	12	4	3	0	0	8	8	1
20	20090	171	1	0	1991	7	3	7	0	1	12	11	1
33	33070	4766	0	1	1991	10	4	5	0	0	9	9	0
36	36015	5375	1	1	1991	5	2	2	0	1	10	10	2
36	36016	5379	1	1	1991	10	4	6	0	3	14	13	2
26	26106	2496	0	0	1991	11	4	6	0	0	12	11	0
37	37251	6084	1	1	1990	11	4	2	0	1	8	10	0
37	37373	6316	0	1	1991	9	3	1	0	0	9	8	0
26	26025	2302	1	0	1991	4	2	8	0	1	10	9	4
26	26057	2373	0	0	1991	2	1	5	0	0	10	11	3
37	37040	5615	1	1	1991	5	2	8	0	1	8	8	1
31	31177	4360	1	0	1991	11	4	1	0	4	10	8	1
30	30015	3660	0	0	1991	11	4	3	0	0	12	11	0
31	31159	4340	1	0	1991	8	3	1	0	1	10	10	1
26	26118	2527	0	0	1991	6	2	5	0	0	12	11	5
37	37258	6105	0	1	1990	11	4	2	0	0	4	8	0
38	38044	6446	1	1	1991	8	3	2	0	1	12	11	4
37	37212	5996	0	1	1990	12	4	3	0	0	9	10	0
25	25253	2016	1	0	1991	1	1	4	0	4	11	14	0
27	27170	3342	0	0	1991	5	2	5	0	0	10	9	1
27	27030	3045	0	0	1991	3	1	5	0	0	12	9	1
31	31216	4447	0	0	1991	8	3	7	0	0	4	7	1
25	25061	1615	1	0	1990	12	4	6	0	1	7	10	0
31	31275	4589	1	0	1991	6	2	4	0	1	9	11	0
37	37188	5941	0	1	1991	4	2	6	0	0	12	10	1
26	26008	2263	0	0	1991	2	1	9	0	0	13	10	0
24	24020	1270	0	0	1991	5	2	7	0	0	8	9	0
26	26042	2341	0	0	1991	10	4	8	0	0	11	11	1
26	26090	2452	0	0	1991	11	4	6	0	0	4	4	3
26	26279	2900	1	0	1991	9	3	2	0	2	9	9	0
25	25216	1926	1	0	1991	2	1	5	0	1	13	12	2
22	22164	842	0	0	1991	4	2	1	0	0	11	9	3
27	27043	3079	1	0	1990	11	4	3	0	1	13	11	0
23	23106	1172	0	0	1991	7	3	2	0	0	11	11	0
21	21087	456	0	0	1991	10	4	1	0	0	10	10	3
22	22111	701	0	0	1990	11	4	3	0	0	13	11	0
24	24058	1364	1	0	1991	7	3	4	0	1	13	13	3
38	38010	6363	1	1	1990	11	4	4	0	1	8	10	0
30	30089	3800	0	0	1991	8	3	7	0	0	14	8	2
34	34148	5238	0	1	1990	11	4	1	0	0	8	8	0
21	21005	295	1	0	1991	3	1	6	0	1	13	12	0
24	24123	1479	0	0	1991	10	4	1	0	0	9	9	1
24	24077	1402	1	0	1991	2	1	2	0	1	11	11	0
25	25248	2003	0	0	1990	11	4	3	0	0	10	10	0
34	34125	5187	1	1	1991	5	2	4	0	1	9	10	0
37	37320	6244	0	1	1991	4	2	1	0	0	11	9	0
26	26062	2381	0	0	1990	10	4	5	0	0	12	10	0
24	24005	1244	1	0	1991	4	2	11	0	2	9	9	3
34	34174	5290	1	1	1991	3	1	1	0	2	11	11	0
30	30173	3990	1	0	1991	6	2	3	0	4	11	13	0
34	34099	5118	1	1	1991	1	1	4	0	5	13	13	2
36	36026	5406	1	1	1991	11	4	5	0	1	11	10	0
28	28030	3446	1	0	1991	10	4	7	0	4	14	10	1
34	34185	5310	1	1	1991	10	4	2	0	1	10	11	0
27	27059	3119	1	0	1991	5	2	4	0	3	11	12	0
26	26120	2532	1	0	1990	11	4	3	0	1	7	7	0
22	22117	719	1	0	1991	6	2	4	0	2	13	11	0
37	37280	6161	1	1	1991	3	1	2	0	1	12	10	0
26	26165	2649	1	0	1991	10	4	4	0	1	9	10	2
30	30082	3784	0	0	1991	9	3	7	0	0	11	11	0
25	25259	2029	0	0	1990	10	4	3	0	0	13	12	2
36	36079	5503	1	1	1991	4	2	1	0	1	9	9	1
30	30142	3913	1	0	1991	6	2	4	0	1	11	12	0
27	27030	3044	0	0	1990	10	4	4	0	0	14	10	0
26	26119	2531	0	0	1991	11	4	6	0	0	12	10	0
22	22156	826	0	0	1991	7	3	2	0	0	10	11	0
26	26292	2925	1	0	1991	6	2	1	0	2	10	10	0
22	22090	647	0	0	1991	9	3	6	0	0	12	9	0
31	31275	4588	0	0	1991	1	1	3	0	0	12	10	0
21	21003	291	0	0	1991	7	3	7	0	0	10	10	0
24	24129	1485	1	0	1991	11	4	1	0	1	10	9	1
27	27166	3331	0	0	1991	5	2	5	0	0	12	7	0
37	37125	5817	0	1	1991	4	2	4	0	0	14	10	0
31	31109	4262	0	0	1991	9	3	2	0	0	12	9	0
26	26210	2770	1	0	1991	6	2	2	0	6	6	14	0
20	20023	53	1	0	1991	11	4	4	0	1	15	12	0
31	31080	4201	1	0	1991	1	1	1	0	1	7	11	2
30	30089	3798	1	0	1990	10	4	5	0	11	10	20	2
26	26028	2308	1	0	1991	6	2	8	0	2	9	10	0
34	34140	5220	0	1	1991	7	3	3	0	0	14	11	2
31	31021	4060	0	0	1990	12	4	2	0	0	13	10	1
25	25085	1676	0	0	1991	2	1	1	0	0	9	9	0
25	25168	1827	0	0	1991	6	2	7	0	0	10	11	0
22	22026	506	0	0	1991	9	3	1	0	0	12	12	0
34	34069	5048	0	1	1991	6	2	6	0	0	13	11	1
28	28052	3502	1	0	1991	7	3	5	0	2	14	8	2
31	31132	4307	1	0	1991	10	4	2	0	4	15	13	0
34	34082	5081	0	1	1991	6	2	6	0	0	9	7	1
20	20098	188	1	0	1990	12	4	5	0	3	11	11	0
26	26097	2468	1	0	1991	2	1	4	0	2	13	12	0
30	30146	3926	1	0	1991	11	4	5	0	3	14	13	0
22	22108	694	0	0	1991	7	3	5	0	0	7	7	4
38	38052	6463	1	1	1991	3	1	1	0	2	3	3	0
20	20088	166	1	0	1991	2	1	6	0	2	13	13	0
26	26156	2624	0	0	1991	2	1	3	0	0	13	13	0
26	26053	2366	0	0	1991	9	3	7	0	0	7	8	1
36	36027	5407	1	1	1991	2	1	1	0	3	10	11	1
25	25270	2058	1	0	1990	11	4	3	0	1	12	11	0
30	30002	3625	0	0	1991	8	3	3	0	0	7	8	2
22	22170	854	0	0	1990	12	4	2	0	0	11	11	0
27	27092	3203	1	0	1991	3	1	2	0	2	4	11	0
30	30047	3729	0	0	1991	5	2	1	0	0	9	11	0
23	23067	1090	1	0	1991	1	1	3	0	1	17	19	1
28	28053	3505	0	0	1991	11	4	6	0	0	9	9	0
26	26081	2428	1	0	1991	4	2	5	0	4	15	14	1
26	26082	2431	1	0	1991	8	3	5	0	1	16	12	1
37	37190	5945	1	1	1991	1	1	5	0	1	17	11	3
27	27082	3180	1	0	1991	12	4	4	0	1	16	11	1
26	26038	2330	1	0	1991	4	2	7	0	1	8	10	1
37	37102	5763	0	1	1991	6	2	5	0	0	5	9	1
26	26209	2766	1	0	1991	1	1	1	0	1	8	8	0
37	37219	6014	0	1	1991	3	1	4	0	0	7	8	2
25	25033	1563	1	0	1991	9	3	1	0	2	10	11	1
22	22201	914	0	0	1990	10	4	6	0	0	13	11	0
25	25319	2181	0	0	1990	11	4	2	0	0	11	9	0
22	22137	774	1	0	1991	3	1	3	0	2	14	13	1
24	24059	1365	0	0	1991	2	1	3	0	0	12	12	0
31	31144	4325	0	0	1991	11	4	2	0	0	3	6	0
25	25039	1569	1	0	1991	11	4	1	0	4	6	7	0
30	30145	3921	1	0	1991	1	1	3	0	1	13	10	2
23	23124	1206	1	0	1991	9	3	2	0	1	11	11	1
30	30123	3870	0	0	1991	8	3	1	0	0	7	10	0
26	26159	2632	1	0	1991	8	3	5	0	1	14	14	0
37	37383	6325	1	1	1991	9	3	1	0	1	12	10	0
34	34113	5155	0	1	1990	11	4	3	0	0	12	12	0
24	24105	1459	1	0	1991	6	2	1	0	1	8	8	3
28	28065	3532	1	0	1991	4	2	4	0	2	15	11	0
31	31259	4553	1	0	1991	3	1	4	0	1	11	10	0
26	26304	2945	1	0	1991	11	4	2	0	2	12	11	0
36	36026	5404	1	1	1991	1	1	3	0	6	11	11	1
25	25079	1663	0	0	1991	6	2	2	0	0	11	11	0
21	21005	294	1	0	1990	10	4	5	0	1	13	12	0
22	22120	728	0	0	1991	5	2	4	0	0	16	11	0
31	31224	4469	1	0	1991	9	3	7	0	7	12	12	1
30	30168	3978	0	0	1991	5	2	3	0	0	10	11	0
24	24146	1515	0	0	1990	11	4	7	0	0	10	11	0
28	28064	3530	1	0	1991	11	4	5	0	2	12	9	0
28	28041	3473	0	0	1991	10	4	6	0	0	11	10	2
31	31023	4068	1	0	1991	11	4	4	0	2	13	12	2
25	25062	1619	1	0	1991	4	2	6	0	2	12	10	2
37	37084	5719	1	1	1990	11	4	4	0	3	13	12	3
31	31264	4567	1	0	1991	5	2	4	0	1	18	9	1
38	38103	6548	0	1	1991	4	2	6	0	0	9	9	0
27	27062	3127	1	0	1990	12	4	3	0	1	13	12	0
38	38033	6416	1	1	1990	10	4	1	0	4	10	11	2
34	34096	5111	0	1	1991	6	2	5	0	0	8	8	0
34	34071	5053	1	1	1990	10	4	4	0	2	10	9	6
36	36058	5467	0	1	1991	3	1	2	0	0	9	10	0
26	26054	2367	1	0	1991	1	1	5	0	1	12	12	0
26	26250	2852	0	0	1991	3	1	1	0	0	8	8	2
26	26125	2547	1	0	1991	3	1	4	0	1	9	9	1
25	25277	2077	1	0	1990	11	4	3	0	1	9	9	3
26	26301	2939	0	0	1991	6	2	1	0	0	9	11	0
34	34208	5336	0	1	1991	8	3	1	0	0	11	9	0
37	37237	6059	1	1	1991	1	1	3	0	2	11	9	1
22	22140	780	1	0	1991	1	1	1	0	1	11	10	1
24	24138	1501	0	0	1991	9	3	1	0	0	7	10	1
37	37059	5661	0	1	1991	10	4	7	0	0	6	9	1
25	25001	1521	0	0	1991	1	1	2	0	0	13	11	0
37	37130	5830	0	1	1991	8	3	5	0	0	12	9	0
24	24024	1279	0	0	1990	10	4	6	0	0	12	12	0
34	34137	5213	1	1	1991	2	1	2	0	3	10	11	2
24	24059	1366	1	0	1991	7	3	4	0	1	10	9	0
31	31079	4199	1	0	1991	6	2	2	0	1	15	11	1
25	25319	2182	1	0	1991	4	2	3	0	1	14	12	0
25	25001	1522	0	0	1991	6	2	3	0	0	16	10	0
26	26011	2268	0	0	1991	3	1	10	0	0	13	10	0
25	25303	2145	0	0	1991	2	1	3	0	0	13	11	0
37	37263	6117	0	1	1991	10	4	4	0	0	13	9	0
27	27039	3069	0	0	1991	7	3	4	0	0	13	11	0
22	22132	760	0	0	1990	10	4	2	0	0	10	10	1
27	27136	3293	1	0	1991	10	4	2	0	1	14	8	1
22	22048	544	0	0	1991	4	2	2	0	0	14	10	0
37	37134	5841	1	1	1991	4	2	4	0	2	12	10	0
26	26264	2875	1	0	1991	4	2	1	0	2	12	12	0
38	38066	6487	1	1	1991	5	2	1	0	2	11	12	0
27	27150	3309	0	0	1991	8	3	1	0	0	14	11	0
26	26053	2365	1	0	1991	5	2	6	0	1	12	12	0
34	34092	5103	1	1	1991	3	1	5	0	1	11	12	3
